row_id,주제,내용,상세내용,주장/검증매체
0,경제,"""일본도 간척지 잼버리""..같은 조건, 대처는 딴판 | 전주MBC 230808 방송","['대회', '일본', '새만금', '텐트', '부지', '시설', '대형', '대원']",전주MBC News
1,경제,"새만금잼버리 현장 점검..""텐트 치기 부적합"" | 전주MBC 230430 방송","['점검', '하기', '시범', '폭염', '입니다', '문제', '텐트', '대회', '실제', '현장', '캠프', '참가']",전주MBC News
2,경제,"""K-바가지 아닌가요?""‥ 폭리에 목 타는 잼버리 대원 (2023.08.03/뉴스데스크/전주MBC)","['대원', '입니다', '있습니다', '문제', '피해', '하는']",MBCNEWS
3,경제,새마을금고 위기론에 '노심초사'...진화에도 우려는 여전 / YTN,"['새마을금고', '문제', '지금', '가지', '금융감독원', '하는']",YTN
4,경제,새마을금고 찾아간 전 임원 흉기 난동...직원 2명 숨져 / YTN,"['사건', '직원', '새마을금고', '입니다', '경찰', '범행', '숨졌습니다']",YTN
5,경제,"재생에너지냐, 원자력발전이냐?! 뉴스에서도 다 설명 못하는 원자력발전의 실태를 정확히 알려드립니다 (MBC 이지선 기자)","['우리', '원전', '추진', '정치', '어떤', '계속']",파보세
6,경제,제7회 탄소중립 테크포럼,"['통해', '하는', '좋은', '관련', '국내', '투자', '개선']",한국에너지기술평가원 - KETEP
7,경제,핵발전으로 탄소중립?···비용 대비 효과↓,"['감축', '입니다', '발전', '했습니다', '효과', '비용', '안팎', '탄소']",CPBC 뉴스
8,경제,"[홍사훈의 경제쇼] 디레버리징, 한은총재는 비겁했다!!한국판 민스키 모멘트가 왔다!ㅣKBS 230713 방송","['거든요', '여기', '최저임금', '직원', '해서', '사회', '해결', '세금']",KBS 1라디오
9,경제,한국은행 이주열총재 9월 외환보유액증가 4030억달러 국민의소리TV 이지원기자신문방송인클럽,"['달러', '했습니다', '증가', '외환', '보유', '우리나라', '입니다', '발행', '표시', '외화']",국민의소리TV 국민의소리
10,경제,"실업급여 제도 싹 바뀝니다.! 근로자, 사업주 모두 관련되어 있습니다.!!","['고용', '실업', '제도', '이번', '정부', '있습니다']",시니어세상
11,경제,5월부터 완전히 바뀐다! 결국 이런사람 실업급여 안 준다.,"['실업', '급여', '신청', '인정', '퇴사', '개월', '활동', '구직', '직종']",돈되는 상식!
12,경제,"""여자분들 샤넬 사고.."" ""거적때기입고 신청?"" 당정 실업급여 축소 검토 후폭풍 - [핫이슈PLAY] MBC뉴스 2023년 7월 16일","['고용', '일자리', '했습니다', '사업', '지원', '직접', '정부', '노동부']",MBCNEWS
13,경제,"당정 ""실업급여 하한액 낮추거나 폐지 검토""…노동계 반발 / SBS","['실업', '급여', '있습니다', '수급', '한선', '최저임금']",SBS 뉴스
14,경제,'기준치 180배' 세슘 범벅..일본 우럭에 여야 반응은? [뉴스.zip/MBC뉴스],"['해양', '했습니다', '오염수', '방류', '농어', '입니다', '영향', '물질', '정부', '일본']",MBCNEWS
15,경제,"[신장식의 뉴스하이킥] 日 오염수 방류 '초읽기'.. '세슘 범벅 우럭' 잡혔다｜尹, 현충일 추념사 ""한미, 핵 기반 동맹 격상"" -헬마우스&김민하,전현희, 용혜인&장예찬, 박래군","['철강', '아이', '의료', '라디오', '하는', '입니다', '포유', '온라인']",MBC 라디오 시사
16,경제,"후쿠시마 우럭 '세슘 범벅' 확인 ""괴담 선동 말라""는 국민의힘 [뉴스.zip/MBC뉴스]","['오염수', '했습니다', '입니다', '하는', '있습니다', '민주당']",MBCNEWS
17,경제,"공매도 금지의 역사, 욕심과 실수 그리고 결제불이행 사태","['옛날', '누군가', '골드', '누가', '래야', '나라']",슈카월드
18,경제,비상사태 공매도금지 해제되면 코스닥 줄초상??,"['공매도', '개인', '방안', '우리', '봤을', '코스피', '하는']",피셔인베스트
19,경제,[EZ 이코노미] 게임스탑 사태 유발한 '숏스퀴즈'란 무엇일까? // 이투데이,"['주가', '투자자', '쇼트', '퀴즈', '공매도', '주식', '그렇죠']",이투데이TV
20,경제,토지거래허가구역 - 경기도 난리났다!,"['심리', '법인', '외국인', '지역', '구역', '하는', '매수', '문제', '우리나라']",라이트하우스
21,경제,집 살 때 자기소개서 써야하는 나라(feat.토지거래허가구역),"['기존', '주택', '허가', '하셔야', '그냥', '사지']",부읽남TV_내집마련부터건물주까지
22,경제,[뉴있저] '집값 들썩'에 오세훈 '토지거래허가제' 검토...주호영만 머쓱? / YTN,"['거래', '토지', '허가', '시장', '구역', '규제', '집값', '안정']",YTN
23,경제,2023 E7-4 비자 점수제 숙련기능인력 비자 E-7-4 VISA in 2023 Point Chart,"['신청', '여러분', '구독', '코리아', '같습니다', '득점', '점수', '설명', '이제', '유튜브']",장행닷컴 VISA in KOREA
24,경제,[이슈&뉴스] 흔들리는 뿌리 산업…장인 DNA 심어라,"['기업', '우리', '경쟁력', '뿌리', '기술', '일본', '대기업', '정부', '풀이', '기술자', '산업']",KBS News
25,경제,[한국어 출입국 강의] E-7-4 비자 점수제 숙련인력비자 뿌리기업 추천서 준비 상세 설명,"['단계', '프로그램', '됩니다', '때문', '이상', '점수', '통합', '시간']",장행닷컴 VISA in KOREA
26,경제,줄어든 외국인력 뿌리산업 직격탄…“장기 체류 확대해야” [9시뉴스] / KBS 2022.12.22.,"['인력', '코로나', '허가', '외국인', '체류', '입국', '고용']",KBS News
27,경제,"윤석열 대통령 ""5년간 바보 같은 짓 안했다면 원자력 경쟁자 없었을 것""…원전 협력업체 방문해 지난 정부 '탈원전 정책' 강하게 비판 (현장영상) / SBS","['원전', '지금', '방향', '아니라', '우리', '하고', '있습니다', '세계', '시장', '산업', '중요한']",SBS 뉴스
28,경제,북한용 원전 짓고 폐기물은 국내 처리? / KBS 2021.02.02.,"['산업부', '원전', '됐습니다', '검토', '문건', '방안', '안전', '정책']",KBS News
29,경제,대법원 '파업노동자 손해배상 제한' 판결/국회 계류 '노란봉투법' 취지와 유사…여야 반응 엇갈려/[이슈] 2023년 6월 15일(목)/KBS,"['조건', '따라서', '겁니다', '정부', '노동자', '사용자', '교섭', '결정', '하는']",KBS News
30,경제,노란봉투법이 뭔지 시원하게 알려드리겠습니다.,"['조금', '가압류', '저희', '대해', '이런', '노동조합', '합법', '생각', '파업', '어떨까', '하는', '있는']",임놈&권놈 노동법의정석TV
31,경제,"노란봉투법, 야당 주도로 환노위 통과…여당 ‘퇴장’ / KBS 2023.02.21.","['봉투', '파업', '노란', '야당', '손해배상', '통과', '국민', '사위', '소속', '위원', '국회', '했습니다', '표결', '여당', '노동자', '환노위']",KBS News
32,경제,"'노란봉투법' 野 주도 환노위 통과...與 ""거부권 건의"" / YTN","['출석', '의원', '법안', '대통령', '과반', '통과', '입니다', '본회의', '하는']",YTN
33,경제,"제2의 SG사태? 5개 종목 무더기 하한가…""주가조작 연루 의심""/특정 주식 커뮤니티 추천 종목 의혹 제기…배후는 누구?/[이슈] 2023년 6월 14일(수)/KBS","['투자', '사람', '부분', '우리', '주가', '조작', '거래', '기간']",KBS News
34,경제,"'주가 조작' 라덕연 일당 줄줄이 체포...""해외 은닉 재산도 추적"" / YTN","['입니다', '검찰', '대표', '휴대폰', '하는', '체포', '혐의']",YTN
35,경제,"‘전세 안전판’ 전입신고·확정일자, 모두 뚫렸다 [9시 뉴스] / KBS 2023.03.08.","['전세', '입니다', '임대', '보증금', '위조', '오피스텔', '전입']",KBS News
36,경제,[실제 녹음] 반말로 전세 보증금 못 주겠다고 하는 집주인 참교육 하기,"['지금', '일단', '얘기', '사장', '그럼', '아니']",비지이지TV
37,경제,직접 1억을 사기 당하고 알게된 전세사기의 모든 것,"['확인', '계약', '사람', '소유권', '주소', '때문', '등기', '권리', '관계', '표시']",호갱구조대
38,경제,[자막뉴스] 美 핵심 무기 '산산조각'...세계 경제 뒤흔드는 中 / YTN,"['달러', '결제', '위안화', '했습니다', '합의', '중국']",YTN
39,경제,"무시당하던 ""한국""이 ""미국, 중국, 일본"" 쌈싸먹었던 전설의 사건","['이명박', '주택', '부동산', '정말', '예언', '정책']",1급 비밀
40,경제,"대통령의 미국 국빈방문! 내용과 성과 총 정리 | 국빈방문, 정상회담, 핵무기","['부분', '이야기', '대해', '이제', '해결', '지금', '소송', '스팅', '하우스']",김지윤의 지식Play
41,경제,3경 5천조 짐바브웨 달러＝＄1...짐바브웨 통화 역사 속으로 / YTN,"['달러', '짐바브웨', '했습니다', '대통령', '자국', '잔치', '미국']",YTN
42,경제,모르면 당한다! 미국 대통령과 세계 헤지펀드 왕이 밝힌! 달러 정보 2가지!,"['지금', '얘기', '대한민국', '하고', '주력', '산업', '기업', '한국']",이지성
43,경제,"[뉴스룸 뒤(D)] 오염수 방류하면 우리 해역엔? ""몇 년 아니고 며칠일 수도"" / JTBC News","['우리', '문제', '되기', '아니고', '되는', '여기']",JTBC News
44,경제,[핵고수 맞토론: 후쿠시마 오염수] “문제는 플루토늄!” vs “괴담은 그만!”,"['농축', '우리나라', '이제', '생각', '문제', '여기', '말씀', '분말']",CBS 김현정의 뉴스쇼
45,경제,#도토리가루#녹말가공공장#도토리가루나눔기부#청솔모식량#바우새미농원,"['도토리', '이제', '여기', '영상', '가지', '나무', '때문', '요즘']",바우새미TV(bau sam)
46,경제,"오메가3를 당장 끊어야 하는 위험신호 5가지 (오메가3를 드시면 안되는 분들,오메가3 부작용)","['오메가', '이런', '부모님', '정도', '때문', '염증']",약사가 들려주는 약 이야기
47,경제,"오미크론으로 유럽·미국 등 확진자 사상 최다…WHO “위험, 매우 커” / KBS 2021.12.29.","['조치', '있습니다', '자가', '기록', '방역', '추가', '국가']",KBS News
48,경제,예금보험공사의 예금자 보호법이 적용 안되는 은행들이 많습니다! 꼭 알고 있어야 하는 예금자 보호법 상식,"['보호', '예금', '보험', '그럼', '오늘', '대해', '금액', '변액', '됩니다']",돈되는 상식!
49,경제,90%가 모르고 있다!! 빨리 통장 확인하세요!! 그냥 두면 돈 다 날립니다!!,"['보호', '상품', '예금', '은행', '또한', '합니다', '바랍니다', '받을', '금융']",조여사전성시대
50,경제,'주 52시간' 근무체계 바뀐다면? 생각 복잡한 직장인들 / JTBC 뉴스룸,"['입니다', '탄력', '개발자', '있다는', '시간제', '휴식', '근무', '들어']",JTBC News
51,경제,[단독] “동의 어렵다”…‘근로시간 개편 참여’ 보건 전문가 사의 [9시 뉴스] / KBS 2023.03.29.,"['권고', '교수', '건강', '전문가', '했습니다', '정부', '내용']",KBS News
52,경제,서울지하철 요금 300원 인상... 이젠 버틸 수 없다고? (+경로무임승차 이야기),"['서울시', '중앙정부', '요금', '인상', '지원', '제도', '지하철', '하는']",전차라떼 Latte Metro
53,경제,불붙은 ‘지하철 무임승차 연령 상향’ 논의 | 뉴스A 라이브,"['연령', '이제', '지금', '소득', '할인', '다양할', '필요', '이런']",채널A 뉴스
54,경제,강선우 '윤 정부 노조 탄압 프레임 시도'...딱 한방으로 무너뜨리는 한덕수 국무총리,"['생각', '그런', '그러한', '자유', '이런', '집회', '노동', '정부', '노조']",시사포커스TV
55,경제,"尹 정부 '야간집회 금지' 추진? 용혜인 ""반헌법적!"" vs 장예찬 ""민노총, 불법 행위 엄단"" - 용혜인&장예찬 [신장식의 뉴스 하이킥],MBC 230523 방송","['이재명', '대표', '하는', '사태', '민주당', '윤리']",MBC 라디오 시사
56,경제,"민노총에 세금 수십억 지원…與, 거대 노조 회계 손본다 | 뉴스A","['했습니다', '민노총', '정부', '노조', '한국', '국가', '하는']",채널A 뉴스
57,경제,"[현장영상] 尹 대통령 ""과거 정부는 포기했지만…민노총 용납하지 않을 것"" / 채널A","['국민', '집행', '입니다', '용납', '불법', '집회']",채널A 뉴스
58,경제,1월 자동차세 연납 할인 10%에서 3% 까지 축소...왜? 모하비 오너는 웁니다.,"['세금', '정도', '같은', '지금', '모하비', '자동차', '굉장히', '경우']",모하비학개론
59,경제,할부 금리에 개소세 인상…신차 구매 부담 늘어난다,"['소비', '개소', '개별', '현재', '세금', '연장', '인하', '승용차']",SBS Biz 뉴스
60,경제,자동차세 납부할 때 할인 받는 방법(무통장 입금 하지 마세요!),"['하시면', '링크', '카드', '스마트폰', '됩니다', '신청', '받을', '있어요', '혜택', '커피', '삼성', '바꿔', '먹을']",부동산 분석하는 남자
61,경제,2023 자동차세연납 신청기간 (~02. 01) 7% 할인 카드 혜택,"['할인', '납부', '하는', '카드', '경우', '세금']",버킷tv
62,경제,"[자막뉴스] ""그냥 줄도산입니다. 지금"" 진짜 심각하다는 택시 상황 / KBS 2023.04.24.","['택시', '요금', '부산', '업계', '인상', '응답']",KBS News
63,경제,"[한눈에 이슈] ""택시? 안 타요, 안 타""…불금에도 곳곳 '빈 차' / KBS 2023.04.04.","['택시', '요금', '정도', '미터', '입니다', '인상', '거리', '여의도']",KBS News
64,경제,"흑해 함대 러시아 군함 또 격침...""아조우스탈 민간인 대피 완료"" / YTN","['화재', '러시아', '공격', '의료', '대한', '보건', '시설', '했습니다', '우크라이나']",YTN
65,경제,"[에디터픽] ""대학생도 민간인도""…러시아 입영 버스 '눈물 바다' / YTN","['우리', '러시아', '지금', '하고', '이런', '유럽', '한반도', '어떤']",YTN
66,경제,"전기-가스요금 올리면서 또 전 정부 탓한 尹 정부.. “잘못된 프레임” 비판 나오는 이유 - 박상인&박시동, [신장식의 뉴스하이킥], MBC 230515 방송","['한전', '가격', '구조', '발전', '전력', '에너지']",MBC 라디오 시사
67,경제,"'난방비폭탄' 가스공사 영업익 1.8조…정부, 배당 추진/한국경제TV뉴스","['배당금', '공사', '정부', '지금', '한국', '가스', '배당']",한국경제TV뉴스
68,경제,재개발 재건축에서 5년간 재당첨금지규정 어떻게 적용되는가?,"['관리', '이런', '물건', '분양', '지역', '라든지', '수도권', '지구']",용산이만수TV
69,경제,"물사용량 기준 제각각, 규정 적용도 제멋대로 김찬년","['기준', '사업', '계획', '그런', '적용', '입니다']",제주MBC NEWS
70,경제,사업규모에 따라 다르게 적용받는 노동법 규정,"['이상', '사업', '적용', '합니다', '되고', '휴가']",눈졸린
71,경제,"🌟300만뷰 돌파🌟집값 하락, 금리는 방아쇠일 뿐! (최영일의 시사본부｜특집! 30분 인터뷰-주진형 전 한화투자증권 대표)｜KBS 220811 방송","['대표', '같습니다', '지금', '강의', '오늘', '탄을', '보호', '소비자']",KBS 1라디오
72,경제,[에디터픽] 집값 '억대' 하락 난리 났다…과거 위기 때와 다른 점 / YTN,"['지금', '하락', '가격', '상황', '비교', '이런']",YTN
73,경제,이걸 미미가..? | Q.대출금리가 오르면 왜 집값이 떨어질까요? #뿅뿅지구오락실2 EP.9 | tvN 230707 방송,"['대출', '사람', '사는', '이자', '금리', '없어요', '자기', '언니', '논술', '주관']",tvN
74,경제,정말! 최악의 상황 충격적인 부동산의 현실. 수입 없이 이자만 물어내고 있는 ㅠ.,"['부동산', '입니다', '시간', '이런', '체크', '판교', '지역', '촬영', '상가']",표영호 tv / 경제적 자유와 행복을 위하여
75,경제,"쌀값 폭락에...정부 ""쌀 45만 톤 매입해 시장 격리"" / YTN","['입니다', '지난해', '쌀값', '시장', '비량', '물량']",YTN
76,경제,"양곡관리법, 野 단독 처리…""쌀값 폭락은 文정부 탓"" 농민에 혼쭐","['민주당', '의원', '개정안', '처리', '안건', '비판', '양국', '관리', '정부', '하는', '조정']",뉴스TVCHOSUN
77,경제,[뉴스모아] '풍년의 역설'…쌀값 폭락에 정부가 나선 이유,"['우리', '작물', '수입', '식량', '의존', '지금']",YTN
78,경제,운전자 한정범위를 벗어나 운전할 때의 보험보상 적용 조건,"['가입', '보험', '운전자', '운전', '보상', '수가', '확대', '범위', '경우', '대인배', '보장']",보험금해결사
79,경제,대출을 고민 중이시라구요? 👁‍🗨 이 영상부터 보고 가세요! [법정최고금리 인하],"['금융', '서민', '상품', '대출', '이용', '영상', '금리']",금융위원회
80,경제,이것만 알아도 떼인 전세보증금 전부 돌려받을 수 있습니다,"['여러분', '보증금', '영상', '전세', '보증', '보험', '가입', '집주인']",상속전문변호사 우강일
81,경제,집주인 바뀌고 계약서 ooo하면 보증금 날립니다,"['여러분', '집주인', '임차', '매매', '영상', '겁니다', '반드시', '계약']",상속전문변호사 우강일
82,경제,심장혈관 막는 '제로'?…기자가 직접 파헤쳐 봤더니 (자막뉴스) / SBS,"['제로', '설탕', '에리', '종류', '음료수', '혈관', '있습니다', '사용', '칼로리', '스리']",SBS 뉴스
83,경제,제로콜라는 진짜 0칼로리일까?,"['콜라', '다이어트', '먹을', '칼로리', '설탕', '낫다', '제로']",진용진
84,경제,결국 기아가 먼저 일 냈다.. 보조금 없이 2천만원에 살 수 있는 전기차,"['서비스', '센터', '전기차', '지금', '인력', '입장']",김승현 안피디의 스포일러
85,경제,[와이즈픽] 프랑스까지? '등 터진' 한국 전기차 / YTN,"['유럽', '프랑스', '전기차', '법안', '보조금', '입니다']",YTN
86,경제,"'5,490만 원' 전기차 돌풍...가격대별 경쟁 치열 / YTN","['모델', '이상', '시장', '지난해', '출시', '전기차', '있습니다', '가격', '보조금', '만원']",YTN
87,경제,"[속보] 윤석열 정부, 화물연대 업무복귀 않으면, 안전운임제 전면 폐지 검토. [RNB, 레지스탕스TV, 정광용TV]","['일몰', '여러분', '지금', '윤석열', '정부', '겁니다', '법안']",[정광용 TV]레지스탕스TV
88,경제,안전운임제 유지됐지만…진짜 뇌관은 ‘다단계 하도급’ / KBS 2022.06.29.,"['하도급', '안전', '운송', '업체', '수수료', '운임']",KBS뉴스 경남
89,경제,"'표준운임제' 도입 추진…화물연대·운송사 반발, 왜? - [친절한뉴스K] / KBS 2023.02.07.","['운임', '화물', '차주', '파주', '화주', '송사']",KBS News
90,경제,"[자막뉴스] 1,057원에 인수된 SVB...역대급 파산에 '경악' / YTN","['은행', '실리콘밸리', '파산', '입니다', '긴급', '금리', '인상', '자산', '미국']",YTN
91,경제,다음은 어느 스타트업 차례일까?,"['이제', '기업', '지금', '상황', '고생', '오늘', '하고']",티타임즈TV
92,경제,투자유치가이드 4편ㅣ적정 기업가치,"['투자', '있습니다', '유치', '개월', '경우', '기업', '가치', '기업가', '투자자']",한국벤처투자
93,경제,"파업현장에서는 ""민노총의 이런 파업 처음"" 불법행위 사라지고 작업 복귀 급증하고 있다.","['행위', '파업', '있는', '사업', '원칙', '불법', '겁니다', '정부', '노조', '하루', '투쟁']",성창경TV
94,경제,"윤석열 ""경제 상처내고 끝난 화물연대 파업 유감..불법행위에 대해 끝까지 책임 물을 것""..대통령 주재 국무회의 / SBS","['국정', '국민', '건강', '보험', '과제', '입니다', '우리', '합니다', '상황', '필수', '의료']",SBS 뉴스
95,경제,"화물연대 철도노조 줄줄이 파업 예고...윤 대통령 ""불법에 엄정 대응"" / YTN","['했습니다', '파업', '예고', '노조', '총파업', '있습니다', '화물']",YTN
96,경제,"[에디터픽] ""극소수 귀족노조의 이기적 집단행위""..화물연대 파업 강경 대응 예고 / YTN","['명령', '업무', '화물', '연대', '개시', '회의', '수석', '대통령']",YTN
97,경제,"아이오닉5 또 화재, 블랙박스 영상에 충격...전기차 공포, 현대차의 해결책은?","['가솔린', '발생', '화재', '하이브리드', '지금', '하지', '대해', '화제', '전기차', '보면']",김한용의 MOCAR
98,경제,"현대 아이오닉5 충돌 화재 원인...전기차, 반드시 해결해야 할 3가지 문제","['전기차', '이런', '지금', '자동차', '운전자', '잘못', '정말']",김한용의 MOCAR
99,경제,현대 코나 전기차 화재는 진행 중?...더 심각해지기 전에 해결해야 [오늘의 모카],"['전기차', '지금', '정말', '생각', '됩니다', '만약']",김한용의 MOCAR
100,경제,주택 종부세 직접계산해 봅시다 : 사례로 풀어보는 종부세 계산법입니다.,"['계산', '주택', '종부세', '그런', '지역', '한번', '가지', '직접', '우리', '납부', '대상']",배기중 세무사
101,경제,"종부세 부담 던 세컨하우스의 꿈...농어촌주택, 고향주택, 별장주택 모두 모여라~ 기존 양도세 혜택은 물론, 종부세 혜택도 추가! 지방저가주택이란[2022 세제개편안 해설③]","['영상', '대해', '합니다', '이런', '요건', '제도']",윤창희의 생존경제_KBS
102,경제,조정대상지역 해제와 종합부동산세 완화가 미치는 영향(feat. 세무사),"['이제', '주택', '과세', '보유', '지역', '조정', '대상']",김택스
103,경제,"공정한 경쟁도 중요하지만... EU양반, 거 규제가 너무 심한 거 아니오? ㅠㅠ 《역외 보조금 규제 법안》ㅣ통!상담소 EP.4","['규제', '보조금', '통상', '법안', '이후', '경쟁', '기업']",영동대로 511
104,경제,"EU, 정부보조금 받은 기업 진출 규제…'자국 산업보호' 차원","['기업', '보조금', '이유', '지원', '정부', '규제', '경우', '받고', '유로', '이상']",SBS Biz 뉴스
105,경제,냉동실 '이런' 식품 지금 당장 버리세요! 당신은 세균을 먹고 있습니다!,"['냉동', '개월', '식품', '번식', '방법', '보관']",조여사전성시대
106,경제,냉동생선 해동없이 바로 굽는 특급비법,"['상태', '냉동', '부위', '하는', '부분', '바삭', '때문', '있는', '뚜껑']",코코네
107,경제,꽁꽁 언 냉동생선 7분만에 생물처럼 맛있게 해동시키는 비법,"['생선', '소금', '냉동', '시킬', '이상', '넣고', '정도']",코코네
108,경제,"냉장고에 '이 음식' 있다면 당장 꺼내세요! 냉동실에서 잘못 꺼내면 독이 될 수 있어요~(냉장고청소, 냄새제거)","['효과', '냄새', '식초', '가지', '사용', '냉장고', '도움', '커피', '찌꺼기', '탈취', '됩니다', '때문', '넣어', '아주']",건나물TV
109,경제,'재건축초과이익환수제' 어디까지 알고 있니?…김예림 재건축 전문 변호사,"['이제', '부담', '경우', '조합원', '하게', '같은', '조합', '수가']",HCN 핫콘뉴스
110,경제,토지공개념?! 여기가 공산주의냐? 재건축초과이익환수제가 위헌인 이유 [투미TV],"['재건축', '대해', '좋은', '초과', '이익', '환수', '부담']",투미부동산[투미TV]
111,경제,[자막뉴스] '깡통 전세' 현상 심화 우려에 결국 국토교통부가 나서 / YTN,"['전세', '금액', '규모', '입자', '가격', '주택']",YTN
112,경제,전국 전세가율 75% 급등! 부동산 위험 신호 나왔다 (부동산상담 구해줘월부),"['사람', '생각', '국장', '비관', '보는', '차이', '사고방식', '얘기']",월급쟁이부자들TV
113,경제,[에디터픽] 부동산 거품 붕괴 신호?…‘깡통 전세’에 '2030' 어쩌나 / YTN,"['이내', '계약', '이제', '했다', '임대', '사기', '개월', '신고']",YTN
114,경제,[단독]반경 2km 내 ‘깡통전세’ 아파트 500개 경매 | 뉴스A,"['인천', '깡통', '전세', '아파트', '수사', '미추홀', '경찰', '확인']",채널A 뉴스
115,경제,"반도체 부품 일본에 역수출 성공…""소부장 기술독립 가시화"" [전국네트워크뉴스]","['경기도', '기술', '부장', '산업', '했습니다', '제조', '독립', '대기업', '기업', '구축', '입니다', '반도체', '연구', '장비', '일본', '부품', '지원', '자금']",MBN News
116,경제,"[권칠승사이다] 일본에 의존하던 기술, 독립에 성공한 소부장 강소기업 현장 간담회","['말씀', '우리', '이제', '정책', '부분', '대해']",권칠승사이다
117,경제,전세대출 금리인하요구권 신청 결과💰｜혼돈의 사회초년생😮‍💨༄ ‧₊˚｜관련 질문 답변 & 댓글 읽기,"['대출', '금리', '월급', '이런', '여러분', '진짜', '받으신', '돈까스']",유네린NERIN
118,경제,미국 한국 기준금리 인하 시점은 언제일까?,"['금리', '올해', '가능성', '대해', '미국', '내년', '있는']",쇼킹부동산
119,경제,취업·승진·자산 증가했다면 금리인하 신청할 수 있어요 | 김소통의 1분 정책,"['금리인하', '요구', '금융', '회사', '정책', '드립니다', '신용', '상태']",대한민국 오늘정책
120,경제,고객 알까 '쉬쉬'…아는 사람만 주는 '자기부담금' (2020.04.20/뉴스데스크/MBC),"['보험사', '돌려', '판결', '부담', '황씨', '자기', '생각', '해야']",MBCNEWS
121,경제,이거 앞으로 절대 내지마세요 (언제까지 당하고만 있을겁니까?),"['할증', '위반', '과태료', '때문', '보험료', '있는데요', '간단히', '됩니다', '할인', '범칙']",1분미만
122,경제,"[팩트와이] '자이언트 스텝', 미국에선 안 쓰는 한국산 용어? / YTN","['표현', '용어', '경우', '있습니다', '미국', '스텝', '울트라', '인상']",YTN
123,경제,[자막뉴스] 美도 힘든데 유럽까지...한국 배터리 '초긴장' / YTN,"['미국', '보조금', '했습니다', '우리', '관련', '발표', '입장', '광물', '규정', '전기차', '혜택', '유럽연합']",YTN
124,경제,"美, 전기차 보조금 16개 차종 공개...현대차·기아는 빠져 / YTN","['전기차', '미국', '북미', '배터리', '보조금', '공장', '조립', '종이', '대상']",YTN
125,경제,"ICSID ""한국 정부, 론스타에 2920억 배상"" - 한동훈 법무부 장관 브리핑 / SBS","['정부', '판정', '중재', '말씀드리겠습니다', '국민', '대해', '절차', '이번', '대응']",SBS 뉴스
126,경제,"[이슈한판] '피 같은 세금' 2,925억 물어야…정부 ""론스타 판정 적극대응"" / 연합뉴스TV (YonhapnewsTV)","['판정', '어떤', '한번', '때문', '소송', '관련', '봐야']",연합뉴스TV
127,경제,"'론스타 먹튀' 스티븐 리 17년만에 미국서 체포/법무부 ""신속히 송환""…범죄인 인도 재판 뒤 한국 송환/[이슈] 2023년 3월 6일(월)/KBS","['이제', '어떤', '지금', '소송', '분쟁', '우리', '투자', '굉장히', '조건']",KBS News
128,경제,"[에디터픽] '투자 귀재' 버핏, 폭탄발언..미국 경제 '초토화' 상황 / YTN","['달러', '문제', '걱정', '우리', '한국은행', '미국']",YTN
129,경제,“금리를 이보다 더 쉽게 설명할 순 없다” 아직도 정복 못한 금리를 알고 싶다면? / 돈워리스쿨,"['신문', '기사', '우리', '이런', '주가', '하락']",스브스뉴스 SUBUSUNEWS
130,경제,"매월 35만원 '이 주식' 사세요, 나중에 19억이 됩니다 (수페TV)","['이제', '시간', '변화', '투자', '하는', '노동', '이런']",김작가 TV
131,경제,"[몰아보기] 쏟아지는 부동산 매물의 의미? 역전세난 본격화 시점은? 하반기 부동산 시장 전망 ft. 이광수 광수네복덕방 대표, 김기원 리치고 대표 미드나잇초대석/경제자유살롱/SBS","['내년', '이제', '지역', '진짜', '되고', '있습니다', '부동산', '하락', '지금', '반등', '금리']",SBS 뉴스
132,경제,"전세버스 대란 현실화..""기사가 없어요""ㅣMBC충북NEWS","['있습니다', '기사', '코로나', '버스', '전세버스', '노선', '충북']",MBC충북NEWS
133,경제,"6월 서울아파트의 엄청난 ""역전세 대란 시작될 것"" 늘어날 아파트 전세 사기, 깡통전세 / 서울 아파트 상승한다는 뉴스가 가짜인 이유!ㅣ한문도 교수","['지금', '정부', '시장', '하고', '보면', '사람']",815머니톡
134,경제,"9월부터 온다는 '역전세 대란'…정부, 빚을 또 빚으로? [와이즈픽] / YTN","['가계부채', '뉴스', '해결', '규모', '국가', '우리나라', '하는']",YTN
135,경제,"우주에 베팅한 한화그룹, 왜? 한화시스템, 한화에어로스페이스, 쎄트렉아이 투자포인트 / 허란의 경제한끼 / 정의훈 유진투자증권 애널리스트","['국내', '우주', '산업', '부분', '매출', '발사']",한경 글로벌마켓
136,경제,"[마켓줌인] 한화그룹 지배구조 개편 임박 최대 수혜주는? / 머니투데이방송 (증시, 증권)","['현재', '지배구조', '개편', '같습니다', '가장', '솔루션']",MTN 머니투데이방송
137,경제,시행 1년 남은 여성임원 할당제…상장법인 60% 여성임원 ‘0명’ / KBS 2021.08.06.,"['여성', '임원', '기업', '입니다', '인력', '없는', '선임', '상장법인']",KBS News
138,경제,"尹정부, 유휴·노후 국유재산 매각...“새 건물 속여 파는 ‘도둑질 정책’”(최배근)/尹 취임 100일, 위기의 골든타임...국민의힘 앞날은?(이언주,최민희) [김어준의 뉴스공장]","['이제', '지금', '선택', '민주당', '통합', '대표']",TBS 시민의방송
139,경제,똘똘한 건물 한채로 노후를 ..인수가 1억5천만원 / 월세 648만원,"['건물', '입니다', '있는', '부동산', '투자', '인구', '나오는']",부동산 TV 호야
